station_id,cluster
65895c45-aa18-4e03-8b25-daa50a27054f,"Frankfurt am Main , Wiesbaden"
6606780d-c62d-4285-93f1-0e34f54234e7,"Frankfurt am Main , Wiesbaden"
66b5d8cb-e2a0-4092-8248-4bf55d71d0ea,"Frankfurt am Main , Wiesbaden"
67e275e8-7bf2-466e-a6e9-94b6f6547651,"Frankfurt am Main , Wiesbaden"
686d19fc-f0d1-4786-958f-6a54cd9b1332,"Frankfurt am Main , Wiesbaden"
688bbb34-8e23-43f6-a6f7-0c624834acfb,"Frankfurt am Main , Wiesbaden"
68df9049-5cd4-4cc3-a8da-69b0ebf4b187,"Frankfurt am Main , Wiesbaden"
6995b9c0-739f-4f24-9540-eeec54c96457,"Frankfurt am Main , Wiesbaden"
69f766eb-c497-491d-8a92-b99b799c94dc,"Frankfurt am Main , Wiesbaden"
6a3e48bd-3ede-4c5b-979e-5c896bb61757,"Frankfurt am Main , Wiesbaden"
6a5561bc-bb9f-4065-a9c2-969dc4b756d7,"Frankfurt am Main , Wiesbaden"
6a7fe9a1-e30d-422e-a6a9-00bea6621c6f,"Frankfurt am Main , Wiesbaden"
6b4510d4-db15-442d-a117-b781abfa2f9e,"Frankfurt am Main , Wiesbaden"
6bd4fc9e-83aa-4579-a8df-f1c815d84658,"Frankfurt am Main , Wiesbaden"
6bfe1929-a840-4a67-8f21-ada41652c21c,"Frankfurt am Main , Wiesbaden"
6c0400ba-ff75-4f7c-96a4-5da16b540c8f,"Frankfurt am Main , Wiesbaden"
6db54980-f6db-4ee3-bf45-62e18876238b,"Frankfurt am Main , Wiesbaden"
6e3a9270-c1d3-44dc-b54a-d325f4bd32a8,"Frankfurt am Main , Wiesbaden"
6e529bc4-0314-4157-bfed-8062022675fa,"Frankfurt am Main , Wiesbaden"
6f08ff7f-0b41-4b2a-ae27-6667e1b06ac0,"Frankfurt am Main , Wiesbaden"
6f205657-e7af-48f8-b633-6ac93c3a89ad,"Frankfurt am Main , Wiesbaden"
6f6456f3-21aa-4da8-994e-a117a0e2ef00,"Frankfurt am Main , Wiesbaden"
7035d384-9376-400c-81ba-038c9fdea149,"Frankfurt am Main , Wiesbaden"
70f86567-9556-4b5a-b1cd-37f10cf5e086,"Frankfurt am Main , Wiesbaden"
7168e67c-467c-4a84-a3c8-37847871f938,"Frankfurt am Main , Wiesbaden"
717ff8ec-d599-4e91-bfcb-c8d9f7f671f6,"Frankfurt am Main , Wiesbaden"
718e1b5e-03b9-489a-8899-93b681a8376a,"Frankfurt am Main , Wiesbaden"
725c4c2d-d015-40b0-a26d-cc6a3277235b,"Frankfurt am Main , Wiesbaden"
728436fd-218e-4c4b-9c9a-5a4b29865b0a,"Frankfurt am Main , Wiesbaden"
73ce263a-8b6a-4b3f-b283-a1f4dc0925c4,"Frankfurt am Main , Wiesbaden"
74f95771-29b5-43e6-8b4b-63590e3fdd12,"Frankfurt am Main , Wiesbaden"
7525ae87-ace9-4843-b75c-146783e10360,"Frankfurt am Main , Wiesbaden"
752b9d0c-7e51-4f1b-bcd3-dda74a34a47b,"Frankfurt am Main , Wiesbaden"
29b23e79-9606-4911-926d-1f72c57f088f,"Bochum , Essen , Gelsenkirchen , Dortmund , Krefeld , Duisburg , Düsseldorf , Wuppertal"
2a5c80ba-45a3-4e03-9c02-4ee1da82bfcd,"Bochum , Essen , Gelsenkirchen , Dortmund , Krefeld , Duisburg , Düsseldorf , Wuppertal"
2a5e0e60-e57b-415e-906b-7bbe1fae859b,"Bochum , Essen , Gelsenkirchen , Dortmund , Krefeld , Duisburg , Düsseldorf , Wuppertal"
2a6cfba4-3da5-42ea-9297-138f918fa137,"Bochum , Essen , Gelsenkirchen , Dortmund , Krefeld , Duisburg , Düsseldorf , Wuppertal"
2ae0a786-9829-40a2-b05b-cf43eb2be33d,"Bochum , Essen , Gelsenkirchen , Dortmund , Krefeld , Duisburg , Düsseldorf , Wuppertal"
2b42f1b0-407e-41cc-ad95-107668c4cdec,"Bochum , Essen , Gelsenkirchen , Dortmund , Krefeld , Duisburg , Düsseldorf , Wuppertal"
2e133bde-c0d0-4c34-ae89-9eb32e4f9ad7,"Bochum , Essen , Gelsenkirchen , Dortmund , Krefeld , Duisburg , Düsseldorf , Wuppertal"
2edb944d-7761-4068-a507-0ea79a86dfcf,"Bochum , Essen , Gelsenkirchen , Dortmund , Krefeld , Duisburg , Düsseldorf , Wuppertal"
30041ebf-0cd8-4b3b-ba03-f1f0aca560df,"Bochum , Essen , Gelsenkirchen , Dortmund , Krefeld , Duisburg , Düsseldorf , Wuppertal"
306ab76d-8e08-423b-9615-37997d3e2b16,"Bochum , Essen , Gelsenkirchen , Dortmund , Krefeld , Duisburg , Düsseldorf , Wuppertal"
31047ee9-87d3-4b37-8a33-dca88611dbd5,"Bochum , Essen , Gelsenkirchen , Dortmund , Krefeld , Duisburg , Düsseldorf , Wuppertal"
32647103-5179-436f-82fd-f7407590a226,"Bochum , Essen , Gelsenkirchen , Dortmund , Krefeld , Duisburg , Düsseldorf , Wuppertal"
326ab132-2671-42a1-983a-9d0bdd29a121,"Bochum , Essen , Gelsenkirchen , Dortmund , Krefeld , Duisburg , Düsseldorf , Wuppertal"
3697aef2-3aa0-48d0-8174-0fc956e31893,"Bochum , Essen , Gelsenkirchen , Dortmund , Krefeld , Duisburg , Düsseldorf , Wuppertal"
3704574f-bbc5-4ded-b962-7b608f076297,"Bochum , Essen , Gelsenkirchen , Dortmund , Krefeld , Duisburg , Düsseldorf , Wuppertal"
3893e31f-1ab2-47ca-ad87-e1d56afcdeab,"Bochum , Essen , Gelsenkirchen , Dortmund , Krefeld , Duisburg , Düsseldorf , Wuppertal"
397dd19a-5b70-4279-bb26-a4ded250413b,"Bochum , Essen , Gelsenkirchen , Dortmund , Krefeld , Duisburg , Düsseldorf , Wuppertal"
39add580-4053-4eb2-8a4a-2744c249c48c,"Bochum , Essen , Gelsenkirchen , Dortmund , Krefeld , Duisburg , Düsseldorf , Wuppertal"
3c012678-81ed-487d-9b2c-8491e0b6e8ee,"Bochum , Essen , Gelsenkirchen , Dortmund , Krefeld , Duisburg , Düsseldorf , Wuppertal"
3c40b8eb-e1aa-478b-ba08-34492d87c711,"Bochum , Essen , Gelsenkirchen , Dortmund , Krefeld , Duisburg , Düsseldorf , Wuppertal"
3d0fd609-41cc-4c11-a4db-5ad926a165f2,"Bochum , Essen , Gelsenkirchen , Dortmund , Krefeld , Duisburg , Düsseldorf , Wuppertal"
3d504716-7e46-4d8e-bf64-90c0c48257d2,"Bochum , Essen , Gelsenkirchen , Dortmund , Krefeld , Duisburg , Düsseldorf , Wuppertal"
3de883f8-8f28-436a-921d-f07a6407df25,"Bochum , Essen , Gelsenkirchen , Dortmund , Krefeld , Duisburg , Düsseldorf , Wuppertal"
3f5b5149-3bd8-4e00-bfd1-af3b3ee48750,"Bochum , Essen , Gelsenkirchen , Dortmund , Krefeld , Duisburg , Düsseldorf , Wuppertal"
3fa47a9b-b010-4f6c-b62f-eb383b21ebba,"Bochum , Essen , Gelsenkirchen , Dortmund , Krefeld , Duisburg , Düsseldorf , Wuppertal"
40453569-fe4c-40e3-b102-93fc53297408,"Bochum , Essen , Gelsenkirchen , Dortmund , Krefeld , Duisburg , Düsseldorf , Wuppertal"
