uuid,days,open_at,close_at
4e31b5d7-9140-43c7-a0b9-771d9faf405c,31,07:00:00,19:00:00
e8d9a28b-2b71-46d5-a3b2-99041a09d6cb,127,05:00:00,23:00:00
d7d31c1d-0b41-451c-9b46-ac01542d98fc,64,07:00:00,22:00:00
d7d31c1d-0b41-451c-9b46-ac01542d98fc,63,06:00:00,22:00:00
d7e18192-02ef-460f-b3ec-fd1179743969,192,08:00:00,20:00:00
d7e18192-02ef-460f-b3ec-fd1179743969,32,06:00:00,21:00:00
d7e18192-02ef-460f-b3ec-fd1179743969,31,05:30:00,21:00:00
06a378ac-665d-49c3-ba45-f4fef3b6faee,31,08:00:00,20:00:00
4e474e0b-67a2-4b7d-868f-88c804c0537d,64,08:00:00,21:00:00
4e474e0b-67a2-4b7d-868f-88c804c0537d,63,07:00:00,21:00:00
d807e009-1268-4195-a99f-3bcd23ce91f7,64,10:00:00,18:00:00
d807e009-1268-4195-a99f-3bcd23ce91f7,32,08:00:00,18:00:00
d807e009-1268-4195-a99f-3bcd23ce91f7,31,07:00:00,19:00:00
d80fb403-94a3-440e-b769-e28cc94fd31c,224,08:30:00,19:00:00
d80fb403-94a3-440e-b769-e28cc94fd31c,31,06:30:00,20:00:00
4e47a273-6c03-4166-95b8-50d38961f03b,64,08:00:00,22:00:00
4e47a273-6c03-4166-95b8-50d38961f03b,32,04:00:00,23:59:59
4e47a273-6c03-4166-95b8-50d38961f03b,31,04:00:00,23:00:00
d80fca5b-b445-4235-844e-835b613c6e73,255,00:00:00,23:59:59
06abdb4c-f337-499a-84aa-35000483acc0,64,08:00:00,13:00:00
06abdb4c-f337-499a-84aa-35000483acc0,32,07:00:00,20:00:00
06abdb4c-f337-499a-84aa-35000483acc0,31,06:00:00,20:30:00
f29073c4-70f3-4f12-91d4-778b4dd6befb,127,06:00:00,22:00:00
f3951e6f-fe9d-4fd3-8d8f-761878e7c36e,96,07:00:00,23:00:00
f3951e6f-fe9d-4fd3-8d8f-761878e7c36e,31,06:00:00,23:00:00
d82a0d7f-16d4-4471-aa5e-05866dd03a1e,224,07:00:00,22:30:00
d82a0d7f-16d4-4471-aa5e-05866dd03a1e,31,05:00:00,22:30:00
d82d624f-f2c8-4013-9ef3-96954c42513a,64,06:30:00,19:00:00
d82d624f-f2c8-4013-9ef3-96954c42513a,32,06:00:00,19:00:00
d82d624f-f2c8-4013-9ef3-96954c42513a,31,05:30:00,19:00:00
d82ee9e0-392d-4a67-a31c-21617d84f4e1,64,08:00:00,22:00:00
d82ee9e0-392d-4a67-a31c-21617d84f4e1,32,07:00:00,22:00:00
d82ee9e0-392d-4a67-a31c-21617d84f4e1,31,06:00:00,22:00:00
4e575f46-b63c-4167-8860-fe9f9b9d2ad6,64,07:30:00,22:00:00
4e575f46-b63c-4167-8860-fe9f9b9d2ad6,63,06:30:00,22:00:00
d84a57f3-2c0d-45c6-b36c-ce2ee59cf599,64,07:00:00,22:00:00
d84a57f3-2c0d-45c6-b36c-ce2ee59cf599,32,06:00:00,22:00:00
d84a57f3-2c0d-45c6-b36c-ce2ee59cf599,31,04:30:00,22:00:00
d84b215e-d0fa-4e90-948a-39ec3431f5e1,64,07:00:00,23:00:00
d84b215e-d0fa-4e90-948a-39ec3431f5e1,63,05:00:00,23:00:00
4e5a8d5b-be59-4055-927e-1e3be45dc521,96,07:00:00,21:00:00
4e5a8d5b-be59-4055-927e-1e3be45dc521,31,06:00:00,21:00:00
d8519c79-59d8-4cab-a2d2-488ad3b726a1,96,07:00:00,22:00:00
d8519c79-59d8-4cab-a2d2-488ad3b726a1,31,06:00:00,22:00:00
d8594fe4-5b00-4100-a723-4ffbc4052f67,192,08:00:00,20:00:00
d8594fe4-5b00-4100-a723-4ffbc4052f67,32,07:00:00,22:00:00
d8594fe4-5b00-4100-a723-4ffbc4052f67,31,06:00:00,22:00:00
1d558b7a-3ea7-4c07-b69b-245e810c85a6,192,08:00:00,22:00:00
1d558b7a-3ea7-4c07-b69b-245e810c85a6,32,06:00:00,22:00:00
1d558b7a-3ea7-4c07-b69b-245e810c85a6,31,05:00:00,22:00:00
51d4b628-a095-1aa0-e100-80009459e03a,224,07:00:00,23:00:00
51d4b628-a095-1aa0-e100-80009459e03a,31,06:00:00,23:00:00
ffac2388-1b8f-4bd2-7145-7a32d8eea81a,64,08:00:00,21:30:00
ffac2388-1b8f-4bd2-7145-7a32d8eea81a,32,07:00:00,21:30:00
ffac2388-1b8f-4bd2-7145-7a32d8eea81a,31,06:00:00,21:30:00
ffaf03a0-c5ea-409e-ba37-52350750e5a0,64,08:00:00,22:00:00
ffaf03a0-c5ea-409e-ba37-52350750e5a0,32,07:00:00,22:00:00
ffaf03a0-c5ea-409e-ba37-52350750e5a0,31,06:00:00,22:00:00
51d4b686-a095-1aa0-e100-80009459e03a,32,08:00:00,16:30:00
51d4b686-a095-1aa0-e100-80009459e03a,31,06:30:00,20:30:00
51d4b69e-a095-1aa0-e100-80009459e03a,224,08:00:00,22:00:00
51d4b69e-a095-1aa0-e100-80009459e03a,31,06:00:00,22:00:00
53ace41c-0bc3-4e44-8c8e-f3e8f0b0f073,255,05:00:00,23:00:00
553b599b-8c29-4f48-bd30-a999d7a233a7,224,06:00:00,23:00:00
553b599b-8c29-4f48-bd30-a999d7a233a7,31,05:00:00,23:00:00
c4df5436-c7da-4f45-9908-3ca22ac09270,64,09:00:00,19:00:00
c4df5436-c7da-4f45-9908-3ca22ac09270,32,07:00:00,19:00:00
c4df5436-c7da-4f45-9908-3ca22ac09270,31,05:30:00,19:00:00
d8670da9-ee86-451c-b78a-87ffe1a5c93a,127,06:00:00,23:00:00
4e5b707f-dea0-4942-9d9e-614d4f8bec02,96,07:00:00,22:00:00
4e5b707f-dea0-4942-9d9e-614d4f8bec02,31,05:00:00,23:00:00
d881848c-9d76-4175-aa99-8b1c642112ac,64,10:00:00,21:00:00
d881848c-9d76-4175-aa99-8b1c642112ac,32,08:00:00,22:00:00
d881848c-9d76-4175-aa99-8b1c642112ac,16,07:00:00,22:00:00
d881848c-9d76-4175-aa99-8b1c642112ac,15,07:00:00,21:00:00
6ca65cc2-b112-484e-8596-201956efced3,255,06:00:00,21:00:00
d88192d6-b477-4768-847b-c15a6b1e39ac,64,08:30:00,21:30:00
d88192d6-b477-4768-847b-c15a6b1e39ac,32,07:00:00,21:30:00
d88192d6-b477-4768-847b-c15a6b1e39ac,31,06:00:00,21:30:00
46456feb-3705-479f-87ab-111956229247,96,08:00:00,22:00:00
46456feb-3705-479f-87ab-111956229247,31,05:30:00,22:00:00
82645ed4-94b2-4d4f-8fe9-ac1beaa8b11e,127,06:00:00,22:00:00
82fe4c16-8dfa-4b0d-a468-ef86e112dccb,96,06:00:00,22:00:00
82fe4c16-8dfa-4b0d-a468-ef86e112dccb,31,05:00:00,22:00:00
b937fbec-833d-49ec-842a-0344574dcfe3,127,06:00:00,22:00:00
06c2ab8f-6978-4f7b-9043-2491c5c0aa98,64,07:00:00,21:00:00
06c2ab8f-6978-4f7b-9043-2491c5c0aa98,32,06:00:00,21:00:00
06c2ab8f-6978-4f7b-9043-2491c5c0aa98,31,05:00:00,21:00:00
005056ba-7cb6-1ed2-bceb-6e6ee17d4d20,127,00:45:00,23:59:00
8965dca8-0afb-46a2-99aa-31c384d66580,96,06:00:00,21:00:00
8965dca8-0afb-46a2-99aa-31c384d66580,31,05:00:00,21:00:00
8e449390-e981-44f2-8e89-46ed33cb9877,96,06:30:00,21:00:00
8e449390-e981-44f2-8e89-46ed33cb9877,31,05:30:00,21:00:00
005056ba-7cb6-1ed2-bceb-9cc746400d3c,127,00:15:00,23:45:00
8fb359e2-de12-4137-b74c-729f5357cdaa,127,06:00:00,23:00:00
d8b93754-857e-43ee-8f45-3ec928816908,96,07:00:00,19:00:00
d8b93754-857e-43ee-8f45-3ec928816908,31,06:00:00,20:00:00
cb872a7e-ebc8-4ec9-b8b2-75cac28220d3,192,08:00:00,22:00:00
cb872a7e-ebc8-4ec9-b8b2-75cac28220d3,63,07:00:00,22:00:00
94f3da38-8a15-49c5-bc5d-4a73c47cba3c,64,08:00:00,22:00:00
94f3da38-8a15-49c5-bc5d-4a73c47cba3c,32,07:00:00,22:00:00
94f3da38-8a15-49c5-bc5d-4a73c47cba3c,31,06:00:00,22:00:00
95532e6a-8a4f-4504-9195-91a89cac8d2c,127,06:00:00,22:00:00
9692e1a7-bddc-4c76-a434-e01d5059fc5c,192,08:00:00,21:00:00
9692e1a7-bddc-4c76-a434-e01d5059fc5c,63,06:00:00,21:00:00
cb8b9769-7699-4980-8b63-7cdd2765ace5,64,08:00:00,22:00:00
cb8b9769-7699-4980-8b63-7cdd2765ace5,32,07:00:00,22:00:00
cb8b9769-7699-4980-8b63-7cdd2765ace5,31,06:00:00,22:00:00
9a7e20b1-66df-4513-a00d-2ab68d185447,96,07:00:00,22:00:00
9a7e20b1-66df-4513-a00d-2ab68d185447,31,06:00:00,22:00:00
06cba8c6-f28a-4464-8c5c-6f75955c45ed,64,08:00:00,21:00:00
06cba8c6-f28a-4464-8c5c-6f75955c45ed,63,06:00:00,22:00:00
9f5dc458-cead-43d2-a3ac-5f9fe580a73d,96,07:00:00,21:00:00
9f5dc458-cead-43d2-a3ac-5f9fe580a73d,31,06:00:00,21:00:00
a3ff7146-ada8-41b8-a4f5-252a04d8c3ea,64,07:00:00,20:00:00
a3ff7146-ada8-41b8-a4f5-252a04d8c3ea,63,06:30:00,20:00:00
4e6ced5c-8ff7-46a1-a713-db27d8db2b39,64,07:00:00,22:00:00
4e6ced5c-8ff7-46a1-a713-db27d8db2b39,32,06:00:00,22:00:00
4e6ced5c-8ff7-46a1-a713-db27d8db2b39,31,05:00:00,22:00:00
ab76f1d7-f02c-4c6f-abf1-497047b41996,127,07:00:00,21:00:00
cbb69e2c-19e2-4a4a-9eba-e5eeb7ac9a6f,64,07:00:00,21:00:00
cbb69e2c-19e2-4a4a-9eba-e5eeb7ac9a6f,32,06:00:00,21:00:00
cbb69e2c-19e2-4a4a-9eba-e5eeb7ac9a6f,31,05:30:00,21:00:00
d8bf27e4-0590-4356-85d4-8669c8919097,64,08:00:00,21:00:00
d8bf27e4-0590-4356-85d4-8669c8919097,32,07:00:00,21:00:00
d8bf27e4-0590-4356-85d4-8669c8919097,31,06:00:00,21:00:00
54487870-c23f-477f-8a74-3f0f8379f89b,64,08:00:00,22:00:00
54487870-c23f-477f-8a74-3f0f8379f89b,32,07:00:00,22:00:00
54487870-c23f-477f-8a74-3f0f8379f89b,31,06:00:00,22:00:00
b1a4c862-e70a-431f-a168-b523f23f63a1,96,07:00:00,21:00:00
b1a4c862-e70a-431f-a168-b523f23f63a1,31,06:00:00,21:00:00
06cbcaf6-f0d0-42a1-9fb2-8aef57f6b60b,255,06:00:00,23:00:00
b68dfded-5a4c-4e13-9091-70626c90f194,96,07:00:00,22:00:00
b68dfded-5a4c-4e13-9091-70626c90f194,31,06:00:00,22:00:00
d8c1b1e9-d05f-4acd-26e6-1eebe8dae525,255,00:05:00,23:55:00
d8d18039-46e8-4e65-8815-37d83b2dc5ac,224,08:00:00,22:00:00
d8d18039-46e8-4e65-8815-37d83b2dc5ac,31,06:00:00,22:00:00
06cf34ed-ec1d-476d-95e6-304a707863ff,64,08:00:00,21:00:00
06cf34ed-ec1d-476d-95e6-304a707863ff,32,07:00:00,22:00:00
06cf34ed-ec1d-476d-95e6-304a707863ff,31,06:00:00,22:00:00
d8e165a6-2319-4ee4-a209-82e25b575eba,112,05:00:00,23:59:59
d8e165a6-2319-4ee4-a209-82e25b575eba,15,05:00:00,23:00:00
4e7db7d0-bd52-4560-92d4-60308636687f,64,08:00:00,22:00:00
4e7db7d0-bd52-4560-92d4-60308636687f,32,07:00:00,22:00:00
4e7db7d0-bd52-4560-92d4-60308636687f,31,05:00:00,22:00:00
d8ed2fee-5ca2-40de-b333-efb8456dcf7c,64,08:00:00,21:00:00
d8ed2fee-5ca2-40de-b333-efb8456dcf7c,32,07:00:00,22:00:00
d8ed2fee-5ca2-40de-b333-efb8456dcf7c,16,06:00:00,22:00:00
d8ed2fee-5ca2-40de-b333-efb8456dcf7c,15,06:00:00,21:00:00
06daeb2e-aad2-4b0d-bc9b-65b0b262b5ce,96,07:00:00,22:00:00
06daeb2e-aad2-4b0d-bc9b-65b0b262b5ce,31,06:00:00,22:00:00
d518ded7-ab20-4732-88be-3ecd59be77bd,127,06:00:00,22:00:00
d9a6af20-6f47-49fd-91d8-6d862924e46b,224,09:30:00,21:00:00
d9a6af20-6f47-49fd-91d8-6d862924e46b,31,06:00:00,21:00:00
e1a15081-24f2-9107-e040-0b0a3dfe563c,127,00:00:00,23:59:59
e1a15081-25d1-9107-e040-0b0a3dfe563c,127,00:00:00,23:59:59
e1a15081-25ef-9107-e040-0b0a3dfe563c,64,09:00:00,19:00:00
e1a15081-25ef-9107-e040-0b0a3dfe563c,32,08:00:00,20:00:00
e1a15081-25ef-9107-e040-0b0a3dfe563c,31,06:30:00,21:00:00
e42dbf8f-4cbc-4159-93e9-43d9d9101dcf,32,08:00:00,14:00:00
e42dbf8f-4cbc-4159-93e9-43d9d9101dcf,31,07:30:00,19:30:00
e5cd2c8e-e5b9-4244-831a-c1385df36a5d,64,08:30:00,20:00:00
e5cd2c8e-e5b9-4244-831a-c1385df36a5d,63,07:00:00,20:00:00
4e94f861-02f7-4790-9728-a67944698b55,64,08:00:00,22:00:00
4e94f861-02f7-4790-9728-a67944698b55,32,07:00:00,22:00:00
4e94f861-02f7-4790-9728-a67944698b55,31,06:00:00,22:00:00
cc8ce78a-774a-4dcc-ab5c-c9bf5455c124,64,08:00:00,21:00:00
cc8ce78a-774a-4dcc-ab5c-c9bf5455c124,32,07:00:00,21:00:00
cc8ce78a-774a-4dcc-ab5c-c9bf5455c124,31,06:00:00,21:00:00
ef4bf3a9-3ecd-830c-e040-0b0a3efe34b2,64,08:00:00,22:00:00
ef4bf3a9-3ecd-830c-e040-0b0a3efe34b2,63,06:00:00,22:00:00
f32b63b9-02e2-4d96-b6c0-65f138d3ce39,255,06:00:00,21:00:00
f3cdfbcc-f4ac-48af-a86c-fb21559effba,192,08:00:00,21:00:00
f3cdfbcc-f4ac-48af-a86c-fb21559effba,63,06:00:00,21:00:00
005056ba-7cb6-1ed2-bceb-74dffc2ecd25,64,08:00:00,22:00:00
005056ba-7cb6-1ed2-bceb-74dffc2ecd25,32,07:00:00,22:00:00
005056ba-7cb6-1ed2-bceb-74dffc2ecd25,31,05:00:00,22:00:00
fa7ad62b-df41-4eee-a2c0-e9e5ca5019f8,96,07:00:00,20:00:00
fa7ad62b-df41-4eee-a2c0-e9e5ca5019f8,31,05:00:00,20:00:00
5a54395e-9c98-495f-913a-d14b112dcb9c,127,05:30:00,22:30:00
1d5643e1-8f3f-464d-8583-f63f0c8740ff,255,00:15:00,23:45:00
fdf00e6d-0aad-424e-a07c-5006e5cae14f,64,08:00:00,22:00:00
fdf00e6d-0aad-424e-a07c-5006e5cae14f,32,07:00:00,22:00:00
fdf00e6d-0aad-424e-a07c-5006e5cae14f,31,05:00:00,22:00:00
06e5e50a-3cd9-4420-ae63-c76ff3ed9a5c,64,08:00:00,20:00:00
06e5e50a-3cd9-4420-ae63-c76ff3ed9a5c,32,07:00:00,20:00:00
06e5e50a-3cd9-4420-ae63-c76ff3ed9a5c,31,06:15:00,21:00:00
d97df820-682a-4b91-8a39-0b1fbed6bac7,224,07:00:00,22:00:00
d97df820-682a-4b91-8a39-0b1fbed6bac7,31,05:30:00,22:00:00
07103431-fd07-474c-a668-a7be1a3857a2,63,08:00:00,18:00:00
6f6ee8a4-151a-4b05-b26c-0fa17ee1c17b,255,05:00:00,23:00:00
d982c972-0597-45da-88c5-39bef89ad259,127,06:00:00,22:00:00
4ed45709-ee79-489d-be83-b0d188d17494,64,08:00:00,21:00:00
4ed45709-ee79-489d-be83-b0d188d17494,32,07:00:00,21:00:00
4ed45709-ee79-489d-be83-b0d188d17494,31,06:00:00,21:00:00
d988bbb8-b94b-4c94-b2c5-95910f19dd22,96,06:30:00,21:30:00
d988bbb8-b94b-4c94-b2c5-95910f19dd22,31,05:30:00,21:30:00
747caf6d-e2f0-4fc8-9bd1-367665f7d90d,255,06:00:00,22:00:00
d98c2dd6-9fb4-4d3c-9cbf-1bddd2aee141,96,08:00:00,20:00:00
d98c2dd6-9fb4-4d3c-9cbf-1bddd2aee141,31,05:00:00,20:00:00
d9a1dfc1-559e-4bc1-a9a5-a6c6cd36f59b,127,06:00:00,22:00:00
4ee6d515-6f40-40ba-a970-5987dd0e79b5,64,08:00:00,22:00:00
4ee6d515-6f40-40ba-a970-5987dd0e79b5,32,07:00:00,22:00:00
4ee6d515-6f40-40ba-a970-5987dd0e79b5,31,06:00:00,22:00:00
c02451ff-23c1-4dd0-8b51-a9a9e3456ac4,96,07:00:00,22:30:00
c02451ff-23c1-4dd0-8b51-a9a9e3456ac4,31,06:00:00,22:30:00
cc9160b0-0b9c-4148-b297-322b24993e53,96,07:00:00,22:00:00
cc9160b0-0b9c-4148-b297-322b24993e53,31,06:00:00,22:00:00
cca8a3e4-e1e9-4bd1-8f29-6062750c1a04,96,07:00:00,21:00:00
cca8a3e4-e1e9-4bd1-8f29-6062750c1a04,31,06:00:00,21:00:00
ccdf8040-68a2-4054-86e6-edca11032a39,192,08:00:00,22:00:00
ccdf8040-68a2-4054-86e6-edca11032a39,32,07:00:00,22:00:00
ccdf8040-68a2-4054-86e6-edca11032a39,31,06:00:00,22:00:00
54407762-2af9-4bd5-9179-f74dcb994f45,96,07:00:00,22:00:00
54407762-2af9-4bd5-9179-f74dcb994f45,31,05:00:00,22:00:00
005056ba-7cb6-1ed2-bceb-536b86bb8d12,96,08:00:00,22:00:00
005056ba-7cb6-1ed2-bceb-536b86bb8d12,31,05:30:00,22:00:00
005056ba-7cb6-1ed2-bceb-59061d028d18,127,06:00:00,21:00:00
005056ba-7cb6-1ed2-bceb-5ba7ebdf8d18,96,06:00:00,22:00:00
005056ba-7cb6-1ed2-bceb-5ba7ebdf8d18,31,05:00:00,22:00:00
005056ba-7cb6-1ed2-bceb-91b17e1ded35,63,07:00:00,20:00:00
005056ba-7cb6-1ed2-bceb-99e3f54b4d3b,127,06:00:00,22:00:00
005056ba-7cb6-1ed2-bceb-a33fcd74cd3e,127,05:00:00,23:00:00
005056ba-7cb6-1ed2-bceb-cc9bc3000d54,96,07:00:00,21:00:00
005056ba-7cb6-1ed2-bceb-cc9bc3000d54,31,05:00:00,22:00:00
0723a4c7-583f-4d45-8c22-caa2d5e280d9,96,07:00:00,22:00:00
0723a4c7-583f-4d45-8c22-caa2d5e280d9,31,06:00:00,22:00:00
0686143c-d892-4f9a-9d6c-9c00cccb9432,127,06:00:00,22:00:00
4efd0707-f338-452a-8895-61b7a15d32cf,64,07:00:00,22:00:00
4efd0707-f338-452a-8895-61b7a15d32cf,63,06:00:00,22:00:00
cd1820d6-93a5-420c-b229-a012c1dd83d6,64,08:00:00,22:00:00
cd1820d6-93a5-420c-b229-a012c1dd83d6,32,07:00:00,22:00:00
cd1820d6-93a5-420c-b229-a012c1dd83d6,31,06:00:00,22:00:00
4efdc29a-939d-442a-999d-895c8d3c43d8,192,08:00:00,22:00:00
4efdc29a-939d-442a-999d-895c8d3c43d8,32,07:00:00,22:00:00
4efdc29a-939d-442a-999d-895c8d3c43d8,31,05:00:00,22:00:00
d9ad7367-6afc-4335-b882-e2df60a963f4,96,06:00:00,22:00:00
d9ad7367-6afc-4335-b882-e2df60a963f4,31,05:00:00,22:00:00
24358c87-842c-4ae5-b3e8-907990f9c941,96,08:00:00,20:00:00
24358c87-842c-4ae5-b3e8-907990f9c941,31,06:00:00,21:00:00
0726b835-2258-4f57-97f6-ba82c3a28d7c,64,07:00:00,23:30:00
0726b835-2258-4f57-97f6-ba82c3a28d7c,32,06:00:00,23:30:00
0726b835-2258-4f57-97f6-ba82c3a28d7c,31,05:30:00,23:30:00
4f20b01e-326b-419b-a8c2-46163910af42,192,08:00:00,22:00:00
4f20b01e-326b-419b-a8c2-46163910af42,32,07:00:00,22:00:00
4f20b01e-326b-419b-a8c2-46163910af42,31,06:00:00,22:00:00
d9b15b46-9e76-444e-b2d5-dea046ea3e04,192,08:00:00,21:00:00
d9b15b46-9e76-444e-b2d5-dea046ea3e04,32,07:00:00,21:00:00
d9b15b46-9e76-444e-b2d5-dea046ea3e04,31,06:00:00,21:00:00
2c42725e-e41e-4958-baad-66ff08e4889d,64,06:00:00,21:00:00
2c42725e-e41e-4958-baad-66ff08e4889d,63,05:00:00,21:00:00
d9babca4-6d00-4d08-81ca-421a3329b83a,96,07:00:00,22:00:00
d9babca4-6d00-4d08-81ca-421a3329b83a,31,06:00:00,22:00:00
bb01c57a-f65e-4f25-b69e-cd65befe5133,64,08:00:00,22:00:00
bb01c57a-f65e-4f25-b69e-cd65befe5133,32,07:00:00,22:00:00
bb01c57a-f65e-4f25-b69e-cd65befe5133,31,06:00:00,22:00:00
0730c07f-c028-49b9-9199-bf1117c740a5,96,06:00:00,23:00:00
0730c07f-c028-49b9-9199-bf1117c740a5,31,05:00:00,23:00:00
d9bd05a3-ad4d-4c45-b9ae-4575900a1718,64,07:00:00,20:00:00
d9bd05a3-ad4d-4c45-b9ae-4575900a1718,32,06:00:00,22:00:00
d9bd05a3-ad4d-4c45-b9ae-4575900a1718,16,05:00:00,22:00:00
d9bd05a3-ad4d-4c45-b9ae-4575900a1718,15,05:00:00,21:00:00
4f4eadab-2845-4504-8acc-50a19bec8583,192,08:00:00,22:00:00
4f4eadab-2845-4504-8acc-50a19bec8583,32,07:00:00,22:00:00
4f4eadab-2845-4504-8acc-50a19bec8583,31,06:00:00,22:00:00
07372cb6-e38e-4fe8-9a5b-2a44a56446e2,255,00:00:00,23:59:59
4f5ab1c6-7a67-4a21-851c-2562124c2d86,64,07:30:00,23:00:00
4f5ab1c6-7a67-4a21-851c-2562124c2d86,32,06:30:00,23:00:00
4f5ab1c6-7a67-4a21-851c-2562124c2d86,31,05:30:00,23:00:00
d9e14ebb-23b5-449e-bbf3-e4c198e4061b,224,07:00:00,22:00:00
d9e14ebb-23b5-449e-bbf3-e4c198e4061b,31,06:00:00,22:00:00
51d4b53c-a095-1aa0-e100-80009459e03a,192,07:00:00,23:00:00
51d4b53c-a095-1aa0-e100-80009459e03a,63,06:00:00,23:00:00
51d4b5bf-a095-1aa0-e100-80009459e03a,255,06:00:00,23:00:00
51d4b619-a095-1aa0-e100-80009459e03a,255,06:00:00,22:00:00
55d78f2f-db6c-4ef1-a95c-e909c50ec3ac,255,06:00:00,22:00:00
d9e3c069-bfa0-4fd0-aa8f-b58c98cbd71a,192,08:00:00,20:00:00
d9e3c069-bfa0-4fd0-aa8f-b58c98cbd71a,32,07:00:00,20:00:00
d9e3c069-bfa0-4fd0-aa8f-b58c98cbd71a,31,06:00:00,20:00:00
5eb018b9-2526-49a1-94e8-c4b5d69f46fb,96,07:00:00,20:00:00
5eb018b9-2526-49a1-94e8-c4b5d69f46fb,31,06:00:00,20:00:00
4f5c1065-b28a-438b-a6af-a5181e093ca4,64,08:00:00,22:00:00
4f5c1065-b28a-438b-a6af-a5181e093ca4,32,07:00:00,22:00:00
4f5c1065-b28a-438b-a6af-a5181e093ca4,31,06:00:00,22:00:00
da0256ed-2d76-4909-8b7d-55ac6c0914b1,64,09:00:00,19:00:00
da0256ed-2d76-4909-8b7d-55ac6c0914b1,32,08:00:00,20:00:00
da0256ed-2d76-4909-8b7d-55ac6c0914b1,31,07:00:00,20:00:00
5481a1fe-63df-4c44-be3e-45273e8618e6,64,07:00:00,22:00:00
5481a1fe-63df-4c44-be3e-45273e8618e6,63,06:00:00,22:00:00
74d202f4-55ed-4499-bb95-fcba5a93cb14,127,05:00:00,22:00:00
bb023dce-fb7b-4e35-ac3a-92dea3c38611,64,07:00:00,22:00:00
bb023dce-fb7b-4e35-ac3a-92dea3c38611,32,06:00:00,22:00:00
bb023dce-fb7b-4e35-ac3a-92dea3c38611,31,05:00:00,22:00:00
80f20acc-baf6-46a4-bef9-3670cd2a7ba7,255,06:00:00,20:00:00
85a7ea68-681f-49c8-af5c-a8d643d37959,224,07:30:00,20:00:00
85a7ea68-681f-49c8-af5c-a8d643d37959,31,06:30:00,20:00:00
4f626155-47d7-4738-92f6-d9758f7e89c4,96,07:00:00,22:00:00
4f626155-47d7-4738-92f6-d9758f7e89c4,31,06:00:00,22:00:00
da105a81-a8a9-4679-a6a7-635410d5f97a,224,08:00:00,18:00:00
da105a81-a8a9-4679-a6a7-635410d5f97a,31,06:00:00,20:00:00
da266223-518c-4622-a061-129b19fd17b1,64,07:00:00,23:59:59
da266223-518c-4622-a061-129b19fd17b1,32,06:00:00,23:59:59
da266223-518c-4622-a061-129b19fd17b1,31,05:00:00,23:59:59
4f69aef8-23b7-4137-8321-78bf44822225,64,08:00:00,21:00:00
4f69aef8-23b7-4137-8321-78bf44822225,32,07:00:00,22:00:00
4f69aef8-23b7-4137-8321-78bf44822225,31,06:00:00,22:00:00
da39afab-67c8-4614-5dae-651553d5b5cd,64,09:00:00,21:00:00
da39afab-67c8-4614-5dae-651553d5b5cd,32,08:00:00,21:00:00
da39afab-67c8-4614-5dae-651553d5b5cd,31,07:00:00,21:00:00
da422627-848f-429a-adbd-30e8c9b0b3a7,192,06:00:00,22:00:00
da422627-848f-429a-adbd-30e8c9b0b3a7,32,05:00:00,22:00:00
da422627-848f-429a-adbd-30e8c9b0b3a7,31,04:00:00,22:00:00
bb109907-dc0c-4c9e-904e-d216dc839e2f,64,07:00:00,22:00:00
bb109907-dc0c-4c9e-904e-d216dc839e2f,63,05:00:00,22:00:00
07413b77-bccd-486e-c629-0e59c8e89ade,32,08:00:00,18:00:00
07413b77-bccd-486e-c629-0e59c8e89ade,31,07:00:00,19:00:00
da62a4ca-634f-4c1b-a546-141fe56b32dc,96,07:00:00,21:00:00
da62a4ca-634f-4c1b-a546-141fe56b32dc,31,06:00:00,21:00:00
bd408b67-1b47-4d52-9cd9-a6059ebe39f4,64,09:00:00,21:00:00
bd408b67-1b47-4d52-9cd9-a6059ebe39f4,63,08:00:00,21:00:00
da6c8b69-9845-4fcf-85aa-67b709b164b0,96,07:00:00,20:00:00
da6c8b69-9845-4fcf-85aa-67b709b164b0,31,06:00:00,20:00:00
4fb7a034-0329-4533-8f37-409912477cef,96,07:00:00,22:00:00
4fb7a034-0329-4533-8f37-409912477cef,31,05:30:00,22:00:00
c50f1af1-ee52-451a-ae6d-4dec35ee1fe6,255,00:00:00,23:59:59
da86555e-f13a-4862-9805-5f9282a3fa86,96,06:00:00,22:00:00
da86555e-f13a-4862-9805-5f9282a3fa86,31,04:00:00,22:00:00
da8740a9-0e0d-45b4-4e0c-9f3a0515735d,192,08:00:00,21:00:00
da8740a9-0e0d-45b4-4e0c-9f3a0515735d,63,06:00:00,21:00:00
074c9354-f465-4f8c-81aa-aa7ab4b3300c,64,07:00:00,20:00:00
074c9354-f465-4f8c-81aa-aa7ab4b3300c,63,06:00:00,20:00:00
4fba8724-2a1d-4db3-b63c-f4ffc8c00eb5,192,08:00:00,22:00:00
4fba8724-2a1d-4db3-b63c-f4ffc8c00eb5,48,06:00:00,23:00:00
4fba8724-2a1d-4db3-b63c-f4ffc8c00eb5,15,06:00:00,22:00:00
da91c41d-a809-405d-afe9-6c6d40be9c83,96,07:00:00,23:59:00
da91c41d-a809-405d-afe9-6c6d40be9c83,31,06:00:00,23:59:00
e1a15081-24e7-9107-e040-0b0a3dfe563c,127,00:00:00,23:59:59
e1a15081-259f-9107-e040-0b0a3dfe563c,127,06:00:00,22:00:00
e1a15081-25c5-9107-e040-0b0a3dfe563c,127,00:00:00,23:59:59
